Energy Usage Information,,
,,
,,
Meter Reading Information,,
Type of readings: Electricity,,
,,
Summary of Electric Power Usage Information*,,
"Your download will contain interval usage data that is currently available for your selected Service Account. Based on how our systems process and categorize usage data, your download may contain usage data of the following types: actual, estimated, validated or missing. ",,
,,
Detailed Usage,,
Start date: 2019-09-30 23:00:00  for 123 days,,
,,
Data for period starting: 2019-10-01 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
Data for period starting: 2019-10-16 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-16 00:00:00 to 2019-10-16 01:00:00,1.39,
2019-10-16 01:00:00 to 2019-10-16 02:00:00,1.34,
2019-10-16 02:00:00 to 2019-10-16 03:00:00,1.22,
2019-10-16 03:00:00 to 2019-10-16 04:00:00,2.45,
2019-10-16 04:00:00 to 2019-10-16 05:00:00,1.18,
2019-10-16 05:00:00 to 2019-10-16 06:00:00,1.2,
2019-10-16 06:00:00 to 2019-10-16 07:00:00,1.13,
2019-10-16 07:00:00 to 2019-10-16 08:00:00,1.66,
2019-10-16 08:00:00 to 2019-10-16 09:00:00,1.35,
2019-10-16 09:00:00 to 2019-10-16 10:00:00,2.14,
2019-10-16 10:00:00 to 2019-10-16 11:00:00,2.98,
2019-10-16 11:00:00 to 2019-10-16 12:00:00,4.1,
2019-10-16 12:00:00 to 2019-10-16 13:00:00,2.53,
2019-10-16 13:00:00 to 2019-10-16 14:00:00,1.03,
2019-10-16 14:00:00 to 2019-10-16 15:00:00,1.17,
2019-10-16 15:00:00 to 2019-10-16 16:00:00,1.14,
2019-10-16 16:00:00 to 2019-10-16 17:00:00,1.22,
2019-10-16 17:00:00 to 2019-10-16 18:00:00,1.13,
2019-10-16 18:00:00 to 2019-10-16 19:00:00,1.71,
2019-10-16 19:00:00 to 2019-10-16 20:00:00,2.08,
2019-10-16 20:00:00 to 2019-10-16 21:00:00,2.9,
2019-10-16 21:00:00 to 2019-10-16 22:00:00,1.63,
2019-10-16 22:00:00 to 2019-10-16 23:00:00,4.16,
2019-10-16 23:00:00 to 2019-10-17 00:00:00,2.42,
,,
Data for period starting: 2019-10-17 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-17 00:00:00 to 2019-10-17 01:00:00,1.6,
2019-10-17 01:00:00 to 2019-10-17 02:00:00,1.11,
2019-10-17 02:00:00 to 2019-10-17 03:00:00,1.75,
2019-10-17 03:00:00 to 2019-10-17 04:00:00,1.17,
2019-10-17 04:00:00 to 2019-10-17 05:00:00,1.16,
2019-10-17 05:00:00 to 2019-10-17 06:00:00,1.15,
2019-10-17 06:00:00 to 2019-10-17 07:00:00,1.84,
2019-10-17 07:00:00 to 2019-10-17 08:00:00,1.53,
2019-10-17 08:00:00 to 2019-10-17 09:00:00,2.72,
2019-10-17 09:00:00 to 2019-10-17 10:00:00,1.12,
2019-10-17 10:00:00 to 2019-10-17 11:00:00,1.89,
2019-10-17 11:00:00 to 2019-10-17 12:00:00,3.73,
2019-10-17 12:00:00 to 2019-10-17 13:00:00,1.56,
2019-10-17 13:00:00 to 2019-10-17 14:00:00,1.98,
2019-10-17 14:00:00 to 2019-10-17 15:00:00,1.16,
2019-10-17 15:00:00 to 2019-10-17 16:00:00,1.1,
2019-10-17 16:00:00 to 2019-10-17 17:00:00,1.32,
2019-10-17 17:00:00 to 2019-10-17 18:00:00,1.65,
2019-10-17 18:00:00 to 2019-10-17 19:00:00,1.88,
2019-10-17 19:00:00 to 2019-10-17 20:00:00,3.07,
2019-10-17 20:00:00 to 2019-10-17 21:00:00,2.52,
2019-10-17 21:00:00 to 2019-10-17 22:00:00,2.4,
2019-10-17 22:00:00 to 2019-10-17 23:00:00,2.72,
2019-10-17 23:00:00 to 2019-10-18 00:00:00,1.16,
,,
Data for period starting: 2019-10-18 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-18 00:00:00 to 2019-10-18 01:00:00,1.24,
2019-10-18 01:00:00 to 2019-10-18 02:00:00,2.05,
2019-10-18 02:00:00 to 2019-10-18 03:00:00,1.5,
2019-10-18 03:00:00 to 2019-10-18 04:00:00,1.7,
2019-10-18 04:00:00 to 2019-10-18 05:00:00,1.5,
2019-10-18 05:00:00 to 2019-10-18 06:00:00,1.45,
2019-10-18 06:00:00 to 2019-10-18 07:00:00,1.4,
2019-10-18 07:00:00 to 2019-10-18 08:00:00,2.63,
2019-10-18 08:00:00 to 2019-10-18 09:00:00,1.61,
2019-10-18 09:00:00 to 2019-10-18 10:00:00,1.37,
2019-10-18 10:00:00 to 2019-10-18 11:00:00,1.22,
2019-10-18 11:00:00 to 2019-10-18 12:00:00,1.11,
2019-10-18 12:00:00 to 2019-10-18 13:00:00,1.09,
2019-10-18 13:00:00 to 2019-10-18 14:00:00,1.29,
2019-10-18 14:00:00 to 2019-10-18 15:00:00,1.21,
2019-10-18 15:00:00 to 2019-10-18 16:00:00,1,
2019-10-18 16:00:00 to 2019-10-18 17:00:00,1.31,
2019-10-18 17:00:00 to 2019-10-18 18:00:00,1.2,
2019-10-18 18:00:00 to 2019-10-18 19:00:00,1.84,
2019-10-18 19:00:00 to 2019-10-18 20:00:00,1.84,
2019-10-18 20:00:00 to 2019-10-18 21:00:00,1.77,
2019-10-18 21:00:00 to 2019-10-18 22:00:00,2.59,
2019-10-18 22:00:00 to 2019-10-18 23:00:00,1.98,
2019-10-18 23:00:00 to 2019-10-19 00:00:00,1.53,
,,
Data for period starting: 2019-10-19 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-19 00:00:00 to 2019-10-19 01:00:00,1.51,
2019-10-19 01:00:00 to 2019-10-19 02:00:00,1.42,
2019-10-19 02:00:00 to 2019-10-19 03:00:00,1.38,
2019-10-19 03:00:00 to 2019-10-19 04:00:00,1.79,
2019-10-19 04:00:00 to 2019-10-19 05:00:00,1.02,
2019-10-19 05:00:00 to 2019-10-19 06:00:00,1.11,
2019-10-19 06:00:00 to 2019-10-19 07:00:00,1.32,
2019-10-19 07:00:00 to 2019-10-19 08:00:00,2.64,
2019-10-19 08:00:00 to 2019-10-19 09:00:00,1.8,
2019-10-19 09:00:00 to 2019-10-19 10:00:00,1.43,
2019-10-19 10:00:00 to 2019-10-19 11:00:00,1.26,
2019-10-19 11:00:00 to 2019-10-19 12:00:00,1.56,
2019-10-19 12:00:00 to 2019-10-19 13:00:00,1.56,
2019-10-19 13:00:00 to 2019-10-19 14:00:00,1.39,
2019-10-19 14:00:00 to 2019-10-19 15:00:00,1.27,
2019-10-19 15:00:00 to 2019-10-19 16:00:00,1.19,
2019-10-19 16:00:00 to 2019-10-19 17:00:00,1.2,
2019-10-19 17:00:00 to 2019-10-19 18:00:00,1.77,
2019-10-19 18:00:00 to 2019-10-19 19:00:00,2.48,
2019-10-19 19:00:00 to 2019-10-19 20:00:00,2.26,
2019-10-19 20:00:00 to 2019-10-19 21:00:00,2.96,
2019-10-19 21:00:00 to 2019-10-19 22:00:00,1.86,
2019-10-19 22:00:00 to 2019-10-19 23:00:00,2.43,
2019-10-19 23:00:00 to 2019-10-20 00:00:00,1.54,
,,
Data for period starting: 2019-10-20 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-20 00:00:00 to 2019-10-20 01:00:00,1.23,
2019-10-20 01:00:00 to 2019-10-20 02:00:00,1.09,
2019-10-20 02:00:00 to 2019-10-20 03:00:00,1.1,
2019-10-20 03:00:00 to 2019-10-20 04:00:00,1.81,
2019-10-20 04:00:00 to 2019-10-20 05:00:00,1.19,
2019-10-20 05:00:00 to 2019-10-20 06:00:00,1.16,
2019-10-20 06:00:00 to 2019-10-20 07:00:00,1.37,
2019-10-20 07:00:00 to 2019-10-20 08:00:00,3.5,
2019-10-20 08:00:00 to 2019-10-20 09:00:00,1.32,
2019-10-20 09:00:00 to 2019-10-20 10:00:00,1.59,
2019-10-20 10:00:00 to 2019-10-20 11:00:00,1.65,
2019-10-20 11:00:00 to 2019-10-20 12:00:00,1.05,
2019-10-20 12:00:00 to 2019-10-20 13:00:00,1.25,
2019-10-20 13:00:00 to 2019-10-20 14:00:00,1.29,
2019-10-20 14:00:00 to 2019-10-20 15:00:00,1.76,
2019-10-20 15:00:00 to 2019-10-20 16:00:00,2.08,
2019-10-20 16:00:00 to 2019-10-20 17:00:00,3.01,
2019-10-20 17:00:00 to 2019-10-20 18:00:00,2.82,
2019-10-20 18:00:00 to 2019-10-20 19:00:00,2.16,
2019-10-20 19:00:00 to 2019-10-20 20:00:00,3.8,
2019-10-20 20:00:00 to 2019-10-20 21:00:00,3.68,
2019-10-20 21:00:00 to 2019-10-20 22:00:00,2.23,
2019-10-20 22:00:00 to 2019-10-20 23:00:00,2.37,
2019-10-20 23:00:00 to 2019-10-21 00:00:00,1.75,
,,
Data for period starting: 2019-10-21 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-21 00:00:00 to 2019-10-21 01:00:00,2.26,
2019-10-21 01:00:00 to 2019-10-21 02:00:00,1.45,
2019-10-21 02:00:00 to 2019-10-21 03:00:00,1.18,
2019-10-21 03:00:00 to 2019-10-21 04:00:00,1.2,
2019-10-21 04:00:00 to 2019-10-21 05:00:00,1.16,
2019-10-21 05:00:00 to 2019-10-21 06:00:00,1.11,
2019-10-21 06:00:00 to 2019-10-21 07:00:00,1.34,
2019-10-21 07:00:00 to 2019-10-21 08:00:00,1.42,
2019-10-21 08:00:00 to 2019-10-21 09:00:00,1.08,
2019-10-21 09:00:00 to 2019-10-21 10:00:00,2.76,
2019-10-21 10:00:00 to 2019-10-21 11:00:00,2.88,
2019-10-21 11:00:00 to 2019-10-21 12:00:00,1.59,
2019-10-21 12:00:00 to 2019-10-21 13:00:00,1.88,
2019-10-21 13:00:00 to 2019-10-21 14:00:00,1.16,
2019-10-21 14:00:00 to 2019-10-21 15:00:00,1.63,
2019-10-21 15:00:00 to 2019-10-21 16:00:00,1.52,
2019-10-21 16:00:00 to 2019-10-21 17:00:00,1.37,
2019-10-21 17:00:00 to 2019-10-21 18:00:00,1.91,
2019-10-21 18:00:00 to 2019-10-21 19:00:00,2.64,
2019-10-21 19:00:00 to 2019-10-21 20:00:00,2.41,
2019-10-21 20:00:00 to 2019-10-21 21:00:00,2.38,
2019-10-21 21:00:00 to 2019-10-21 22:00:00,3.13,
2019-10-21 22:00:00 to 2019-10-21 23:00:00,2.39,
2019-10-21 23:00:00 to 2019-10-22 00:00:00,2.14,
,,
Data for period starting: 2019-10-22 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-22 00:00:00 to 2019-10-22 01:00:00,1.8,
2019-10-22 01:00:00 to 2019-10-22 02:00:00,1.67,
2019-10-22 02:00:00 to 2019-10-22 03:00:00,1.6,
2019-10-22 03:00:00 to 2019-10-22 04:00:00,1.61,
2019-10-22 04:00:00 to 2019-10-22 05:00:00,2.21,
2019-10-22 05:00:00 to 2019-10-22 06:00:00,1.55,
2019-10-22 06:00:00 to 2019-10-22 07:00:00,1.58,
2019-10-22 07:00:00 to 2019-10-22 08:00:00,1.22,
2019-10-22 08:00:00 to 2019-10-22 09:00:00,1.28,
2019-10-22 09:00:00 to 2019-10-22 10:00:00,1.07,
2019-10-22 10:00:00 to 2019-10-22 11:00:00,1.48,
2019-10-22 11:00:00 to 2019-10-22 12:00:00,1.29,
2019-10-22 12:00:00 to 2019-10-22 13:00:00,1.05,
2019-10-22 13:00:00 to 2019-10-22 14:00:00,1.05,
2019-10-22 14:00:00 to 2019-10-22 15:00:00,1.56,
2019-10-22 15:00:00 to 2019-10-22 16:00:00,1.82,
2019-10-22 16:00:00 to 2019-10-22 17:00:00,1.44,
2019-10-22 17:00:00 to 2019-10-22 18:00:00,1.5,
2019-10-22 18:00:00 to 2019-10-22 19:00:00,1.66,
2019-10-22 19:00:00 to 2019-10-22 20:00:00,1.8,
2019-10-22 20:00:00 to 2019-10-22 21:00:00,1.9,
2019-10-22 21:00:00 to 2019-10-22 22:00:00,2.42,
2019-10-22 22:00:00 to 2019-10-22 23:00:00,2.11,
2019-10-22 23:00:00 to 2019-10-23 00:00:00,1.6,
,,
Data for period starting: 2019-10-23 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-23 00:00:00 to 2019-10-23 01:00:00,1.14,
2019-10-23 01:00:00 to 2019-10-23 02:00:00,1.49,
2019-10-23 02:00:00 to 2019-10-23 03:00:00,1.69,
2019-10-23 03:00:00 to 2019-10-23 04:00:00,1.66,
2019-10-23 04:00:00 to 2019-10-23 05:00:00,2.34,
2019-10-23 05:00:00 to 2019-10-23 06:00:00,1.64,
2019-10-23 06:00:00 to 2019-10-23 07:00:00,1.65,
2019-10-23 07:00:00 to 2019-10-23 08:00:00,2.18,
2019-10-23 08:00:00 to 2019-10-23 09:00:00,1.3,
2019-10-23 09:00:00 to 2019-10-23 10:00:00,1.67,
2019-10-23 10:00:00 to 2019-10-23 11:00:00,1.2,
2019-10-23 11:00:00 to 2019-10-23 12:00:00,1.19,
2019-10-23 12:00:00 to 2019-10-23 13:00:00,2.67,
2019-10-23 13:00:00 to 2019-10-23 14:00:00,1.41,
2019-10-23 14:00:00 to 2019-10-23 15:00:00,1.43,
2019-10-23 15:00:00 to 2019-10-23 16:00:00,2.14,
2019-10-23 16:00:00 to 2019-10-23 17:00:00,1.53,
2019-10-23 17:00:00 to 2019-10-23 18:00:00,1.18,
2019-10-23 18:00:00 to 2019-10-23 19:00:00,1.51,
2019-10-23 19:00:00 to 2019-10-23 20:00:00,2.32,
2019-10-23 20:00:00 to 2019-10-23 21:00:00,2.85,
2019-10-23 21:00:00 to 2019-10-23 22:00:00,2.52,
2019-10-23 22:00:00 to 2019-10-23 23:00:00,4.77,
2019-10-23 23:00:00 to 2019-10-24 00:00:00,2.5,
,,
Data for period starting: 2019-10-24 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-24 00:00:00 to 2019-10-24 01:00:00,1.37,
2019-10-24 01:00:00 to 2019-10-24 02:00:00,1.37,
2019-10-24 02:00:00 to 2019-10-24 03:00:00,2.04,
2019-10-24 03:00:00 to 2019-10-24 04:00:00,1.48,
2019-10-24 04:00:00 to 2019-10-24 05:00:00,1.29,
2019-10-24 05:00:00 to 2019-10-24 06:00:00,1.31,
2019-10-24 06:00:00 to 2019-10-24 07:00:00,1.59,
2019-10-24 07:00:00 to 2019-10-24 08:00:00,1.74,
2019-10-24 08:00:00 to 2019-10-24 09:00:00,1.55,
2019-10-24 09:00:00 to 2019-10-24 10:00:00,1.3,
2019-10-24 10:00:00 to 2019-10-24 11:00:00,1.29,
2019-10-24 11:00:00 to 2019-10-24 12:00:00,1.12,
2019-10-24 12:00:00 to 2019-10-24 13:00:00,1.14,
2019-10-24 13:00:00 to 2019-10-24 14:00:00,1.16,
2019-10-24 14:00:00 to 2019-10-24 15:00:00,1.2,
2019-10-24 15:00:00 to 2019-10-24 16:00:00,1.21,
2019-10-24 16:00:00 to 2019-10-24 17:00:00,1.34,
2019-10-24 17:00:00 to 2019-10-24 18:00:00,2.23,
2019-10-24 18:00:00 to 2019-10-24 19:00:00,3.9,
2019-10-24 19:00:00 to 2019-10-24 20:00:00,2.76,
2019-10-24 20:00:00 to 2019-10-24 21:00:00,2.79,
2019-10-24 21:00:00 to 2019-10-24 22:00:00,3.85,
2019-10-24 22:00:00 to 2019-10-24 23:00:00,3.04,
2019-10-24 23:00:00 to 2019-10-25 00:00:00,1.91,
,,
Data for period starting: 2019-10-25 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-25 00:00:00 to 2019-10-25 01:00:00,1.75,
2019-10-25 01:00:00 to 2019-10-25 02:00:00,1.7,
2019-10-25 02:00:00 to 2019-10-25 03:00:00,2.26,
2019-10-25 03:00:00 to 2019-10-25 04:00:00,2.06,
2019-10-25 04:00:00 to 2019-10-25 05:00:00,1.83,
2019-10-25 05:00:00 to 2019-10-25 06:00:00,1.7,
2019-10-25 06:00:00 to 2019-10-25 07:00:00,1.86,
2019-10-25 07:00:00 to 2019-10-25 08:00:00,2.79,
2019-10-25 08:00:00 to 2019-10-25 09:00:00,1.44,
2019-10-25 09:00:00 to 2019-10-25 10:00:00,1.32,
2019-10-25 10:00:00 to 2019-10-25 11:00:00,1.16,
2019-10-25 11:00:00 to 2019-10-25 12:00:00,1.18,
2019-10-25 12:00:00 to 2019-10-25 13:00:00,1.68,
2019-10-25 13:00:00 to 2019-10-25 14:00:00,1.84,
2019-10-25 14:00:00 to 2019-10-25 15:00:00,1.44,
2019-10-25 15:00:00 to 2019-10-25 16:00:00,1.19,
2019-10-25 16:00:00 to 2019-10-25 17:00:00,2.09,
2019-10-25 17:00:00 to 2019-10-25 18:00:00,4.09,
2019-10-25 18:00:00 to 2019-10-25 19:00:00,2.21,
2019-10-25 19:00:00 to 2019-10-25 20:00:00,3.01,
2019-10-25 20:00:00 to 2019-10-25 21:00:00,2.78,
2019-10-25 21:00:00 to 2019-10-25 22:00:00,2.24,
2019-10-25 22:00:00 to 2019-10-25 23:00:00,3.97,
2019-10-25 23:00:00 to 2019-10-26 00:00:00,4.23,
,,
Data for period starting: 2019-10-26 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-26 00:00:00 to 2019-10-26 01:00:00,1.74,
2019-10-26 01:00:00 to 2019-10-26 02:00:00,2.2,
2019-10-26 02:00:00 to 2019-10-26 03:00:00,1.48,
2019-10-26 03:00:00 to 2019-10-26 04:00:00,1.36,
2019-10-26 04:00:00 to 2019-10-26 05:00:00,1.35,
2019-10-26 05:00:00 to 2019-10-26 06:00:00,1.34,
2019-10-26 06:00:00 to 2019-10-26 07:00:00,1.29,
2019-10-26 07:00:00 to 2019-10-26 08:00:00,2.63,
2019-10-26 08:00:00 to 2019-10-26 09:00:00,2.16,
2019-10-26 09:00:00 to 2019-10-26 10:00:00,1.32,
2019-10-26 10:00:00 to 2019-10-26 11:00:00,4.61,
2019-10-26 11:00:00 to 2019-10-26 12:00:00,2.87,
2019-10-26 12:00:00 to 2019-10-26 13:00:00,1.42,
2019-10-26 13:00:00 to 2019-10-26 14:00:00,1.38,
2019-10-26 14:00:00 to 2019-10-26 15:00:00,1.28,
2019-10-26 15:00:00 to 2019-10-26 16:00:00,1.4,
2019-10-26 16:00:00 to 2019-10-26 17:00:00,2.15,
2019-10-26 17:00:00 to 2019-10-26 18:00:00,3.76,
2019-10-26 18:00:00 to 2019-10-26 19:00:00,3.57,
2019-10-26 19:00:00 to 2019-10-26 20:00:00,3.13,
2019-10-26 20:00:00 to 2019-10-26 21:00:00,3.87,
2019-10-26 21:00:00 to 2019-10-26 22:00:00,3.35,
2019-10-26 22:00:00 to 2019-10-26 23:00:00,2.76,
2019-10-26 23:00:00 to 2019-10-27 00:00:00,2.36,
,,
Data for period starting: 2019-10-27 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-27 00:00:00 to 2019-10-27 01:00:00,1.35,
2019-10-27 01:00:00 to 2019-10-27 02:00:00,1.67,
2019-10-27 02:00:00 to 2019-10-27 03:00:00,1.57,
2019-10-27 03:00:00 to 2019-10-27 04:00:00,1.14,
2019-10-27 04:00:00 to 2019-10-27 05:00:00,1.18,
2019-10-27 05:00:00 to 2019-10-27 06:00:00,1.16,
2019-10-27 06:00:00 to 2019-10-27 07:00:00,1.8,
2019-10-27 07:00:00 to 2019-10-27 08:00:00,2.37,
2019-10-27 08:00:00 to 2019-10-27 09:00:00,1.78,
2019-10-27 09:00:00 to 2019-10-27 10:00:00,2.04,
2019-10-27 10:00:00 to 2019-10-27 11:00:00,4.23,
2019-10-27 11:00:00 to 2019-10-27 12:00:00,2.14,
2019-10-27 12:00:00 to 2019-10-27 13:00:00,1.58,
2019-10-27 13:00:00 to 2019-10-27 14:00:00,2.46,
2019-10-27 14:00:00 to 2019-10-27 15:00:00,2.43,
2019-10-27 15:00:00 to 2019-10-27 16:00:00,1.39,
2019-10-27 16:00:00 to 2019-10-27 17:00:00,2.02,
2019-10-27 17:00:00 to 2019-10-27 18:00:00,1.83,
2019-10-27 18:00:00 to 2019-10-27 19:00:00,3.55,
2019-10-27 19:00:00 to 2019-10-27 20:00:00,5.85,
2019-10-27 20:00:00 to 2019-10-27 21:00:00,2.67,
2019-10-27 21:00:00 to 2019-10-27 22:00:00,3.12,
2019-10-27 22:00:00 to 2019-10-27 23:00:00,1.92,
2019-10-27 23:00:00 to 2019-10-28 00:00:00,1.65,
,,
Data for period starting: 2019-10-28 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-28 00:00:00 to 2019-10-28 01:00:00,1.14,
2019-10-28 01:00:00 to 2019-10-28 02:00:00,1.95,
2019-10-28 02:00:00 to 2019-10-28 03:00:00,1.13,
2019-10-28 03:00:00 to 2019-10-28 04:00:00,1.19,
2019-10-28 04:00:00 to 2019-10-28 05:00:00,1.11,
2019-10-28 05:00:00 to 2019-10-28 06:00:00,2.04,
2019-10-28 06:00:00 to 2019-10-28 07:00:00,1.22,
2019-10-28 07:00:00 to 2019-10-28 08:00:00,3.07,
2019-10-28 08:00:00 to 2019-10-28 09:00:00,1.69,
2019-10-28 09:00:00 to 2019-10-28 10:00:00,1.77,
2019-10-28 10:00:00 to 2019-10-28 11:00:00,1.36,
2019-10-28 11:00:00 to 2019-10-28 12:00:00,2.04,
2019-10-28 12:00:00 to 2019-10-28 13:00:00,1.29,
2019-10-28 13:00:00 to 2019-10-28 14:00:00,1.16,
2019-10-28 14:00:00 to 2019-10-28 15:00:00,1.23,
2019-10-28 15:00:00 to 2019-10-28 16:00:00,1.01,
2019-10-28 16:00:00 to 2019-10-28 17:00:00,1.39,
2019-10-28 17:00:00 to 2019-10-28 18:00:00,1.36,
2019-10-28 18:00:00 to 2019-10-28 19:00:00,2.12,
2019-10-28 19:00:00 to 2019-10-28 20:00:00,2.68,
2019-10-28 20:00:00 to 2019-10-28 21:00:00,2.4,
2019-10-28 21:00:00 to 2019-10-28 22:00:00,2.39,
2019-10-28 22:00:00 to 2019-10-28 23:00:00,2.58,
2019-10-28 23:00:00 to 2019-10-29 00:00:00,1.74,
,,
Data for period starting: 2019-10-29 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-29 00:00:00 to 2019-10-29 01:00:00,1.33,
2019-10-29 01:00:00 to 2019-10-29 02:00:00,1.24,
2019-10-29 02:00:00 to 2019-10-29 03:00:00,1.94,
2019-10-29 03:00:00 to 2019-10-29 04:00:00,1.21,
2019-10-29 04:00:00 to 2019-10-29 05:00:00,1.13,
2019-10-29 05:00:00 to 2019-10-29 06:00:00,1.14,
2019-10-29 06:00:00 to 2019-10-29 07:00:00,1.82,
2019-10-29 07:00:00 to 2019-10-29 08:00:00,2.29,
2019-10-29 08:00:00 to 2019-10-29 09:00:00,1.78,
2019-10-29 09:00:00 to 2019-10-29 10:00:00,1.53,
2019-10-29 10:00:00 to 2019-10-29 11:00:00,1.63,
2019-10-29 11:00:00 to 2019-10-29 12:00:00,1.41,
2019-10-29 12:00:00 to 2019-10-29 13:00:00,2.1,
2019-10-29 13:00:00 to 2019-10-29 14:00:00,1.48,
2019-10-29 14:00:00 to 2019-10-29 15:00:00,1.16,
2019-10-29 15:00:00 to 2019-10-29 16:00:00,1.14,
2019-10-29 16:00:00 to 2019-10-29 17:00:00,1.2,
2019-10-29 17:00:00 to 2019-10-29 18:00:00,2.29,
2019-10-29 18:00:00 to 2019-10-29 19:00:00,2.86,
2019-10-29 19:00:00 to 2019-10-29 20:00:00,2.13,
2019-10-29 20:00:00 to 2019-10-29 21:00:00,5.36,
2019-10-29 21:00:00 to 2019-10-29 22:00:00,3.73,
2019-10-29 22:00:00 to 2019-10-29 23:00:00,2.38,
2019-10-29 23:00:00 to 2019-10-30 00:00:00,1.17,
,,
Data for period starting: 2019-10-30 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-30 00:00:00 to 2019-10-30 01:00:00,1.13,
2019-10-30 01:00:00 to 2019-10-30 02:00:00,1.25,
2019-10-30 02:00:00 to 2019-10-30 03:00:00,1.83,
2019-10-30 03:00:00 to 2019-10-30 04:00:00,1.34,
2019-10-30 04:00:00 to 2019-10-30 05:00:00,1.54,
2019-10-30 05:00:00 to 2019-10-30 06:00:00,1.84,
2019-10-30 06:00:00 to 2019-10-30 07:00:00,1.12,
2019-10-30 07:00:00 to 2019-10-30 08:00:00,1.23,
2019-10-30 08:00:00 to 2019-10-30 09:00:00,1.49,
2019-10-30 09:00:00 to 2019-10-30 10:00:00,1.27,
2019-10-30 10:00:00 to 2019-10-30 11:00:00,1.12,
2019-10-30 11:00:00 to 2019-10-30 12:00:00,1.77,
2019-10-30 12:00:00 to 2019-10-30 13:00:00,0.93,
2019-10-30 13:00:00 to 2019-10-30 14:00:00,1.92,
2019-10-30 14:00:00 to 2019-10-30 15:00:00,1.75,
2019-10-30 15:00:00 to 2019-10-30 16:00:00,1.37,
2019-10-30 16:00:00 to 2019-10-30 17:00:00,1.23,
2019-10-30 17:00:00 to 2019-10-30 18:00:00,1.03,
2019-10-30 18:00:00 to 2019-10-30 19:00:00,1.24,
2019-10-30 19:00:00 to 2019-10-30 20:00:00,2.38,
2019-10-30 20:00:00 to 2019-10-30 21:00:00,2.54,
2019-10-30 21:00:00 to 2019-10-30 22:00:00,2.55,
2019-10-30 22:00:00 to 2019-10-30 23:00:00,4.11,
2019-10-30 23:00:00 to 2019-10-31 00:00:00,1.73,
,,
Data for period starting: 2019-10-31 00:00:00  for 24 hours,,
Energy consumption time period,Usage(Real energy in kilowatt-hours),Reading quality
2019-10-31 00:00:00 to 2019-10-31 01:00:00,1.34,
2019-10-31 01:00:00 to 2019-10-31 02:00:00,1.82,
2019-10-31 02:00:00 to 2019-10-31 03:00:00,1.13,
2019-10-31 03:00:00 to 2019-10-31 04:00:00,1.1,
2019-10-31 04:00:00 to 2019-10-31 05:00:00,1.15,
2019-10-31 05:00:00 to 2019-10-31 06:00:00,1.9,
2019-10-31 06:00:00 to 2019-10-31 07:00:00,1.23,
2019-10-31 07:00:00 to 2019-10-31 08:00:00,2.59,
2019-10-31 08:00:00 to 2019-10-31 09:00:00,1.45,
2019-10-31 09:00:00 to 2019-10-31 10:00:00,0.96,
2019-10-31 10:00:00 to 2019-10-31 11:00:00,1.68,
2019-10-31 11:00:00 to 2019-10-31 12:00:00,1.68,
2019-10-31 12:00:00 to 2019-10-31 13:00:00,1.22,
2019-10-31 13:00:00 to 2019-10-31 14:00:00,1,
2019-10-31 14:00:00 to 2019-10-31 15:00:00,1.32,
2019-10-31 15:00:00 to 2019-10-31 16:00:00,1.32,
2019-10-31 16:00:00 to 2019-10-31 17:00:00,0.98,
2019-10-31 17:00:00 to 2019-10-31 18:00:00,0.85,
2019-10-31 18:00:00 to 2019-10-31 19:00:00,1.31,
2019-10-31 19:00:00 to 2019-10-31 20:00:00,1.74,
2019-10-31 20:00:00 to 2019-10-31 21:00:00,3.72,
2019-10-31 21:00:00 to 2019-10-31 22:00:00,2.54,
2019-10-31 22:00:00 to 2019-10-31 23:00:00,4.12,
2019-10-31 23:00:00 to 2019-11-01 00:00:00,2.59,
,,
Data for period starting: 2019-11-01 00:00:00  for 24 hours,,
